variety,harvest_code,location,treatment,state,quality_overall,watercore,tree_vigor,fruit_drop,red_pct,color_pattern,comments,coarse_texture,harvest_load,fruit_load,eating_quality,scab_susc,brix,flavor,flesh_color,firm_or_soft,firmness_value,ground_color,over_color,image_url,size,shape,weight_grams,harvest_window,russeting,season,biennial,storage_quality,evaluation_date,drop_status,rootstock,preharvest_drop_pct,drop_location,texture,CAR_susc,fireblight_susc,skin_feel,skin_thick,starch_index,DA_meter,tree_habit,tree_vigor2,brix_numeric,firmness_numeric,red_pct_numeric,starch_numeric,routing,is_premium,size_numeric,season_numeric
DS-3 Pazazz B.9,0.34006076,Belchertown,,MA,,,,,80,,Perfect,,,,,,13.5,,,,3.6,,,,,,,,,,,,9/30/2020,few,,,,,,,,,14.2,4-7,,,13.5,3.6,80.0,14.2,unknown,False,3,3
FireCracker HH1501,,Pittstown,,NJ,,,,,90,,"Excellent flavor, crunch, tart/sweet",,,,,,17.6,,,,2.5 - 2.7,,,,,,,,,,,,9/30/2020,none,,,,,,,,,15,4.5,,,17.6,,90.0,15.0,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,85,,"Significant drop, should be harvested ASAP if not already done so...",,,,,,15,,,,3.25,,,,,,,,,,,,10/5/2020,significant,,,,,,,,,12.5,3-4,,,15.0,3.25,85.0,12.5,unknown,False,3,3
NY 1602 Firecracker,0.43,Belchertown,,MA,,,,,75,,"Stem end russet; seed cavity have no space, on the small side but very attractive on trees, “different” flavor",,,,,,17,,,,2.9,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,12.9,6,,,17.0,2.9,75.0,12.9,unknown,False,3,3
Liberty,0.0,Belchertown,,MA,,,,,95,,"Over the hill, should have been picked by now, loses it real fast",,,,,,16,,,,3.2,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,13.8,5-6,,,16.0,3.2,95.0,13.8,unknown,False,3,3
DS-41 Pazazz (M.26),0.730291,Belchertown,,MA,,,,,85,,light crop,,,,,,15.5,,,,3.4,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,15.2,5-7,,,15.5,3.4,85.0,15.2,unknown,False,3,3
'Gibson' Golden Delicious,0.81052113,Belchertown,,MA,,,,,5,,"Good to go mostly, spot pick first",,,,,,14,,,,3.2,,,,,,,,,,,,10/5/2020,few,,,,,,,,,13.4,6-7,,,14.0,3.2,5.0,13.4,unknown,False,3,3
Mutsu,0.80059102,Belchertown,,MA,,,,,5,,"Some drop, ready for spot pick",,,,,,17,,,,3.6 large,,,,,,,,,,,,10/5/2020,few,,,,,,,,,14.5,4-5,,,17.0,,5.0,14.5,unknown,False,3,3
Suncrisp,0.72039113,Belchertown,,MA,,,,,20,,"Barely ready for 1st harvest, I would wait a few days, then spot pick; very attractive when thinned",,,,,,16,,,,3.25,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,13.7,4-7,,,16.0,3.25,20.0,13.7,unknown,False,3,3
Evercrisp,0.85061098,Belchertown,,MA,,,,,65 mostly dull,,Watercore! Could be first picked,,,,,,21,,,,3.4,,,,,,,,,,,,10/5/2020,none,,,,,,,,,14.9,4-5? mostly 4?,,,21.0,3.4,,14.9,unknown,False,3,3
Jonagold,0.79062106,Belchertown,,MA,,,,,75,,I'd be surprised if not treated with ReTain? But SI is high,,,,,,15,,,,3.6,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,14.1,7-8,,,15.0,3.6,75.0,14.1,unknown,False,3,3
Crimson Topaz,0.52028067,Belchertown,,MA,,,,,65,,"Nice, need to pick",,,,,,17,,,,3.25,,,,,,,,,,,,10/5/2020,nil,,,,,,,,,13.2,"4-5-6, mostly 5-6",,,17.0,3.25,65.0,13.2,unknown,False,3,3
Crunch-a-bunch,0.47035067,Belchertown,,MA,,,,,10,,Needs some more time on trees still,,,,,,20,,,,3.2,,,,,,,,,,,,10/6/2020,none,,,,,,,,,13.2,3-4-5?,,,20.0,3.2,10.0,13.2,unknown,False,3,3
Empire,0.0,Belchertown,,MA,,,,,65,,Going south fast...,,,,,,15,,,,3.0,,,,,,,,,,,,10/6/2020,nil,,,,,,,,,11,6,,,15.0,3.0,65.0,11.0,unknown,False,3,3
Delicious,0.0,Belchertown,,MA,,,,,85,,"Economically ripe, but otherwise meh...",,,,,,15,,,,3.0,,,,,,,,,,,,10/6/2020,some,,,,,,,,,10.2,3-4-5?,,,15.0,3.0,85.0,10.2,unknown,False,3,3
Cameo,0.65044102,Belchertown,,MA,,,,,75-90,,"Nice, just right",,,,,,17,,,,3.4,,,,,,,,,,,,10/12/2020,none,,,,,,,,,13.3,5,,,17.0,3.4,,13.3,unknown,False,3,3
Roxbury Russet (presumably),0.57031081,Belchertown,,MA,,,,,,,"touch of watercore, some rots on tree",,,,,,26,,,,L/D= 2.8/3.1,,,,,,,,,,,,10/14/2020,none,,,,,,,,,18.4,4-6,,,26.0,,,18.4,unknown,False,3,3
Golden Russet (presumably),0.48017074,Belchertown,,MA,,,,,,,,,,,,,26,,,,L/D= 2.6/3.1,,,,,,,,,,,,10/14/2020,none,,,,,,,,,18.9,4-6.5,,,26.0,,,18.9,unknown,False,3,3
GoldRush,0.82016124,Belchertown,,MA,,,,,<10,,"Wait until next week to test again, but lighter cropped trees getting close",,,,,,21,,,,3.2,,,,,,,,,,,,10/23/2020,none,,,,,,,,,13.4,3-4,,,21.0,3.2,,13.4,unknown,False,3,3
Royal Red Honeycrisp,,Belchertown,,MA,,,,,,,"HD=09/11/20slightly greasy, mild flavor, no tang",,,,,,14.8,,,,,,,,,,,,,,,,1/20/2021,,,,,,,,,,12.7,,,,14.8,,,12.7,unknown,False,3,3
Pink Luster,,Northboro,,MA,,,,,,,"slightly greasy, soft, mealy, not good eating at this timeHD=9/10/20",,,,,,14,,,,,,,,,,,,,,,,1/20/2021,,,,,,,,,,14.3,,,,14.0,,,14.3,unknown,False,3,3
Cordera,,Northboro,,MA,,,,,,,"HD=9/10/20large, bitter pit; not greasy, but rather soft, bland flavor, not great",,,,,,13.8,,,,,,,,,,,,,,,,1/20/2021,,,,,,,,,,16.9,,,,13.8,,,16.9,unknown,False,3,3
Cordera,,Northboro,,MA,,,,,,,"HD=9/25/20bitter pit, stink bug?, soft, mealy, no good",,,,,,11.2,,,,,,,,,,,,,,,,1/20/2021,,,,,,,,,,15.8,,,,11.2,,,15.8,unknown,False,3,3
Firecracker (NY 1602),,Belchertown,,MA,,,,,,,"HD=9/23/20very slightly greasy, otherwise soundnot terrible eat, not great either",,,,,,16.8,,,,,,,,,,,,,,,,2/3/2021,,,,,,,,,,13.6,,,,16.8,,,13.6,unknown,False,3,3
Red Rome (Hauser),,Belchertown,,MA,,,,,,,"very slightly greasy, soft, fine flesh, not a keeperHD=10/23/20",,,,,,9.8,,,,,,,,,,,,,,,,2/4/2021,,,,,,,,,,13.0,,,,9.8,,,13.0,unknown,False,3,3
Firecracker (NY 1602),,Belchertown,,MA,,,,,,,"HD=10/2/20F=15.8, SS=13.5not great, not terrible, sprightly flavor, stem-end russet",,,,,,15.8,,,,,,,,,,,,,,,,2/6/2021,,,,,,,,,,13.5,,,,15.8,,,13.5,unknown,False,3,3
Crimson Gold,,Belchertown,,MA,,,,,,,"HD=9/22a bit mealy, flavor is off",,,,,,13,,,,,,,,,,,,,,,,2/6/2021,,,,,,,,,,15.4,,,,13.0,,,15.4,unknown,False,3,3
Evercrisp,,Belchertown,,MA,,,,,,,"HD=10/10/20still very firm, very good eat",,,,,,21,,,,,,,,,,,,,,,,2/5/2021,,,,,,,,,,16.1,,,,21.0,,,16.1,unknown,False,3,3
Evangeline,,Belchertown,,MA,,,,,,,"HD=9/18/20superficial scald-like appearance?soft, internal breakdown, no good",,,,,,12.8,,,,,,,,,,,,,,,,2/5/2021,,,,,,,,,,13.1,,,,12.8,,,13.1,unknown,False,3,3
Pink Luster (NY 1603),,Northboro,,MA,,,,,,,"HD=9/2/20look bruised up, greasy, dryish flesh, nope!",,,,,,13.2,,,,,,,,,,,,,,,,2/4/2021,,,,,,,,,,14,,,,13.2,,,14.0,unknown,False,3,3
Ginger Gold,1.28,Belchertown,,MA,,,,,0,,"Heavy crop; immmature, seeds white; does not starch test well",,,,,,17,,,,3.1,,,,,,,,,,,,8/16/2021,none,,,,,,,,,10,1-3,,,17.0,3.1,0.0,10.0,unknown,False,3,3
RubyMac® McIntosh,0.0,Belchertown,,MA,,,,,95,,"still green, seeds are white; 111 DAFB",,,,,,14,,,,3.1,,,,,,,,,,,,8/24/2021,none,,,,,,,,,8.8,3.5-4,,,14.0,3.1,95.0,8.8,unknown,False,3,3
Ashmead's Kernel,0.0,Belchertown,,MA,,,,,0,,"partially sprayed tree, starting to drop; pretty tart-green still",,,,,,21,,,,2.75,,,,,,,,,,,,9/24/2021,some,,,,,,,,,12.3,3-4,,,21.0,2.75,0.0,12.3,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,"50 barely, still dullish",,"still not quite there, these may have had ReTain",,,,,,15,,,,3.2,,,,,,,,,,,,9/27/2021,push-off mostly,,,,,,,,,12.1,3+,,,15.0,3.2,,12.1,unknown,False,3,3
Golden Glory,0.0,Belchertown,,MA,,,,,0 very slight hint of red blush,,"nice Golden Delicious type, would probaby wait a week to pick",,,,,,14,,,,3.1 large,,,,,,,,,,,,9/27/2021,nil,,,,,,,,,11.5,4-7+,,,14.0,,,11.5,unknown,False,3,3
Cortland (Redcort?),0.0,Belchertown,,MA,,,,,85,,"finally ready based on eating, still does not starch test well",,,,,,15,,,,3.4,,,,,,,,,,,,9/27/2021,few,,,,,,,,,11.9,3-4,,,15.0,3.4,85.0,11.9,unknown,False,3,3
Honeycrisp,0.0,Belchertown,,MA,,,,,75,,no good reason not to pick all with color ASAP,,,,,,13,,,,3.2,,,,,,,,,,,,9/27/2021,few,,,,,,,,,11.8,7-8,,,13.0,3.2,75.0,11.8,unknown,True,3,3
Empire (Tome?),0.0,Belchertown,,MA,,,,,95,,need another week,,,,,,16,,,,2.9,,,,,,,,,,,,9/27/2021,none,,,,,,,,,10.8,3.5-5.5?,,,16.0,2.9,95.0,10.8,unknown,False,3,3
Liberty,0.0,Belchertown,,MA,,,,,80,,need another 5 days but watch before start to turn greasy,,,,,,21,,,,2.9,,,,,,,,,,,,9/27/2021,nil,,,,,,,,,12.3,2-3.5,,,21.0,2.9,80.0,12.3,unknown,False,3,3
Ambrosia,0.0,Belchertown,,MA,,,,,55,,"lightish crop off young trees; need harvest, they go over the hill pretty fast",,,,,,16,,,,3.2,,,,,,,,,,,,9-27-2021,none,,,,,,,,,12.1,5-6,,,16.0,3.2,55.0,12.1,unknown,True,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,85 nice,,right on schedule,,,,,,13,,,,3.2,,,,,,,,,,,,9/27/2021,significant,,,,,,,,,12.2,5.5-7,,,13.0,3.2,,12.2,unknown,False,3,3
Lindamac McIntosh,0.0,Belchertown,,MA,,,,,"85 a bit dull, but first pick already made",,ReTain doing it's job,,,,,,13.5,,,,3.2,,,,,,,,,,,,9/27/2021,some,,,,,,,,,11.2,4-6,,,13.5,3.2,,11.2,unknown,False,3,3
Modi,0.0,Belchertown,,MA,,,,,90,,gorgeous crop on G.214; pick end of week,,,,,,20,,,,2.9,,,,,,,,,,,,9/27/2021,nil,,,,,,,,,11.8,3-3.5,,,20.0,2.9,90.0,11.8,unknown,False,3,3
Jonagold,0.0,Belchertown,,MA,,,,,55 lacking on a lot of them still,,"first pick based on color, some sunburn",,,,,,13,,,,3.6+,,,,,,,,,,,,9/28/2021,nil,,,,,,,,,12.4,7-8,,,13.0,,,12.4,unknown,False,3,3
Modi,1.13,Belchertown,,MA,,,,,90,,"No rush but pick soon, really nice look as always",,,,,,20,,,,3.1,,,,,,,,,,,,10/1/2021,none,,,,,,,,,12.1,3,,,20.0,3.1,90.0,12.1,unknown,False,3,3
Firecracker,0.24,Belchertown,,MA,,,,,65,,"has seeds but no seed cavities to speak of, just odd; large fruit on lightish crop, biennial tendency",,,,,,16,,,,3.0,,,,,,,,,,,,10/1/2021,few,,,,,,,,,14,6-8,,,16.0,3.0,65.0,14.0,unknown,False,3,3
Liberty,1.15,Belchertown,,MA,,,,,85,,"Nearly ready to harvest, fly speck, heavy crop",,,,,,19,,,,3.0,,,,,,,,,,,,10/1/2021,nil,,,,,,,,,11.6,2-3-4,,,19.0,3.0,85.0,11.6,unknown,False,3,3
Cordera,1.08,Belchertown,,MA,,,,,25-50 lacking,,"defects, still not ready? but seem ready to eat, not impressed, flavor OK",,,,,,12,,,,"3.6 large, variable",,,,,,,,,,,,10/1/2021,few,,,,,,,,,12.9,3-7,,,12.0,,,12.9,unknown,False,3,3
Alkmene (Early Windsor cider),0.47,Belchertown,,MA,,,,,65 show through,,these look good,,,,,,13,,,,3.2,,,,,,,,,,,,10/1/2021,some,,,,,,,,,13, 6,,,13.0,3.2,,13.0,unknown,False,3,3
Pink Luster,0.15,Belchertown,,MA,,,,,25-50+,,"interesting apple, prone to some defects/rots",,,,,,15,,,,3.5 very large,,,,,,,,,,,,10/1/2021,few,,,,,,,,,12.1,7,,,15.0,,,12.1,unknown,False,3,3
Ruby Rush,0.76,Belchertown,,MA,,,,,60,,1 with watercore; some odd defects on calyx end? could use another week?,,,,,,18,,,,3.5,,,,,,,,,,,,10/4/2021,none,,,,,,,,,11.6,3-4-5,,,18.0,3.5,60.0,11.6,unknown,False,3,3
Ludacrisp,0.94072113,Belchertown,,MA,,,,,55,,"interesting flavor, harvest soon? brix highest seen this season so far",,,,,,17,,,,3.1,,,,,,,,,,,,10/4/2021,none,,,,,,,,,14.8,5-6?,,,17.0,3.1,55.0,14.8,unknown,False,3,3
Ambrosia,0.8,Belchertown,,MA,,,,,40,,"eats like Ambrosia, should harvest soon",,,,,,15,,,,2.7 small,,,,,,,,,,,,10/4/2021,none,,,,,,,,,10.3,4-6-7,,,15.0,,40.0,10.3,unknown,True,3,3
Mutsu (Crispin),1.56,Belchertown,,MA,,,,,0,,,,,,,,17,,,,3.4,,,,,,,,,,,,10/4/2021,few,,,,,,,,,10.3,3-6,,,17.0,3.4,0.0,10.3,unknown,False,3,3
Gibson Golden Delicious,0.98063129,Belchertown,,MA,,,,,0 slight blush,,,,,,,,14,,,,3.2,,,,,,,,,,,,10/4/2021,none,,,,,,,,,11.6,6-7,,,14.0,3.2,,11.6,unknown,False,3,3
Pazazz,0.82033102,Belchertown,,MA,,,,,55 barely,,,,,,,,10.5,,,,3.6,,,,,,,,,,,,10/4/2021,few,,,,,,,,,11,"5-6, one 8",,,10.5,3.6,,11.0,unknown,False,3,3
Delicious,1.04,Belchertown,,MA,,,,,95+,,DA range = 0.81-1.29; what's there to say?,,,,,,16,,,,3.0,,,,,,,,,,,,10/4/2021,few,,,,,,,,,11.9,3-4-5,,,16.0,3.0,,11.9,unknown,False,3,3
Cortland (Redcort),0.0,Belchertown,,MA,,,,,80,,need to be harvested ASAP,,,,,,13,,,,3.4,,,,,,,,,,,,10/4/2021,some,,,,,,,,,12.8,3-6,,,13.0,3.4,80.0,12.8,unknown,False,3,3
Macoun,0.0,Belchertown,,MA,,,,,75,,"off large, old trees; some bitter pit",,,,,,14,,,,3.1,,,,,,,,,,,,10/4/2021,some,,,,,,,,,12.4,3-5,,,14.0,3.1,75.0,12.4,unknown,False,3,3
Jonagold,0.53,Belchertown,,MA,,,,,50-75,,DA range = 0.30-0.90; harvest ASAP,,,,,,13.5,,,,3.4,,,,,,,,,,,,10/4/2021,nil,,,,,,,,,13.2,7,,,13.5,3.4,,13.2,unknown,False,3,3
Empire (Tome),0.0,Belchertown,,MA,,,,,95-100,,very heavy (over) crop,,,,,,14,,,,3.0,,,,,,,,,,,,10/4/2021,none,,,,,,,,,10.8,5-6+,,,14.0,3.0,,10.8,unknown,False,3,3
Spencer,0.91,Belchertown,,MA,,,,,65-75,,McIntosh X Golden Delicious. Nice look off moderate to light crop young trees. Bitter rot susceptible...,,,,,,13,,,,3.4,,,,,,,,,,,,10/4/2021,nil,,,,,,,,,12.4,6-7,,,13.0,3.4,,12.4,unknown,False,3,3
Honeycrisp,0.61,Belchertown,,MA,,,,,75,,DA range = 0.50-0.71; bitter pit; ReTain at work,,,,,,12,,,,3.4,,,,,,,,,,,,10/4/2021,nil,,,,,,,,,11.9,7-8,,,12.0,3.4,75.0,11.9,unknown,True,3,3
Golden Russet (cider),0.94,Belchertown,,MA,,,,,0,,DA range = 0.80-1.11; needs another week (at least) but I knew that...,,,,,,26,,,,2.8,,,,,,,,,,,,10/4/2021,few,,,,,,,,,13.6,2-5 barely,,,26.0,2.8,0.0,13.6,unknown,False,3,3
Liberty,0.0,Belchertown,,MA,,,,,90,,Should be harvested,,,,,,18.5,,,,2.9,,,,,,,,,,,,10/4/2021,nil,,,,,,,,,11.5,3-4+,,,18.5,2.9,90.0,11.5,unknown,False,3,3
Crimson Topaz,0.59,Belchertown,,MA,,,,,70,,DA range = 0.37-0.91; could start to be harvested,,,,,,15,,,,3.1,,,,,,,,,,,,10/5/2021,none,,,,,,,,,11.7,4-5-6,,,15.0,3.1,70.0,11.7,unknown,False,3,3
Modi,1.01,Belchertown,,MA,,,,,95,,"had some ReTain; very nice, clean crop; one bushel per tre on G.214 rootstock",,,,,,21,,,,3.0,,,,,,,,,,,,10/6/2021,none,,,,,,,,,12.5,3.5?,,,21.0,3.0,95.0,12.5,unknown,False,3,3
Foxwhelp? (cider),1.14,Belchertown,,MA,,,,,25 barely,,"DA range= (0.96-1.39). Lots of surface defects, ugly apple. Still green I guess? Some bitter pit-like symptoms.",,,,,,14.5,,,,3.5,,,,,,,,,,,,10/8/2021,few,,,,,,,,,13,3-5,,,14.5,3.5,,13.0,unknown,False,3,3
Caville Blanc,1.54,Belchertown,,MA,,,,,0-25 blush,,flyspeck!,,,,,,17,,,,3.6,,,,,,,,,,,,10/8/2021,nil,,,,,,,,,12.8,3-5,,,17.0,3.6,,12.8,unknown,False,3,3
RubyRush,0.88,Belchertown,,MA,,,,,80,,DA range = 0.53-1.08; meh; 1 with watercore,,,,,,18,,,,3.4,,,,,,,,,,,,10/11/2021,none,,,,,,,,,13.1,"3, 6.5?",,,18.0,3.4,80.0,13.1,unknown,False,3,3
Ludacrisp,0.84,Belchertown,,MA,,,,,60,,"stem end russet; flavor is uniques, licorice-like?",,,,,,16,,,,3.0,,,,,,,,,,,,10/11/2021,none,,,,,,,,,14.7,6-7-8,,,16.0,3.0,60.0,14.7,unknown,False,3,3
Ambrosia,0.73,Belchertown,,MA,,,,,65 dullish,,starting to detect some skin greasiness,,,,,,18,,,,2.8,,,,,,,,,,,,10/11/2021,none,,,,,,,,,11.3,4-6-7,,,18.0,2.8,,11.3,unknown,True,3,3
Mutsu,1.52,Belchertown,,MA,,,,,0,,lots of leaf drop from Marssonina,,,,,,16,,,,3.3,,,,,,,,,,,,10/11/2021,nil,,,,,,,,,11.3,4-7,,,16.0,3.3,0.0,11.3,unknown,False,3,3
Suncrisp,1.0,Belchertown,,MA,,,,,10,,"could start to pick on change from green to yellow, largest apples",,,,,,16.5,,,,3.2,,,,,,,,,,,,10/11/2021,none,,,,,,,,,12.5,5-6-7,,,16.5,3.2,10.0,12.5,unknown,False,3,3
Gibson Golden Delicious,1.07,Belchertown,,MA,,,,,0,,DA range = 0.69-1.31; skin still green but harvest ASAP,,,,,,14.5,,,,3.1,,,,,,,,,,,,10/11/2021,nil,,,,,,,,,12.7,7,,,14.5,3.1,0.0,12.7,unknown,False,3,3
Ashmead's Kernel,1.41,Belchertown,,MA,,,,,0,,"seem loose on tree, ready for fresh eating harvest",,,,,,19,,,,2.8,,,,,,,,,,,,10/11/2021,nil,,,,,,,,,12.8,"3-4, 5-6",,,19.0,2.8,0.0,12.8,unknown,False,3,3
Golden Russet,0.78,Belchertown,,MA,,,,,0,,wait a week for cider and fresh,,,,,,24,,,,2.8,,,,,,,,,,,,10/11/2021,nil,,,,,,,,,14.1,3.5,,,24.0,2.8,0.0,14.1,unknown,False,3,3
Cripps Pink 'Maslin' cv.,0.77,Belchertown,,MA,,,,,55,,other than appearance not sure what it has going for it? wait a week?,,,,,,15,,,,3.0,,,,,,,,,,,,10/11/2021,none,,,,,,,,,11.1,4-5+,,,15.0,3.0,55.0,11.1,unknown,False,3,3
"Fuji (Brak, Kiku)",1.45,Belchertown,,MA,,,,,55 dull,,"over-cropped, will never develop good quality or sugar",,,,,,14,,,,3.0,,,,,,,,,,,,10/11/2021,none,,,,,,,,,12.1,6-7,,,14.0,3.0,,12.1,unknown,False,3,3
Cameo (Caudle cv.),1.22,Belchertown,,MA,,,,,75 striped,,hard to hate this apple?,,,,,,14.5,,,,3.3,,,,,,,,,,,,10/11/2021,none,,,,,,,,,11.9,"3-4, 5-6-7?",,,14.5,3.3,,11.9,unknown,False,3,3
Idared,0.89,Belchertown,,MA,,,,,65,,kind of tart still?,,,,,,14,,,,3.3,,,,,,,,,,,,10/12/2021,some,,,,,,,,,11.2,4-5,,,14.0,3.3,65.0,11.2,unknown,False,3,3
Empire (Tome),1.24,Belchertown,,MA,,,,,near 100,,very nice,,,,,,14,,,,3.0,,,,,,,,,,,,10/12/2021,nil,,,,,,,,,11.6,6,,,14.0,3.0,,11.6,unknown,False,3,3
Snowsweet,1.03,Belchertown,,MA,,,,,60 a bit dull,,"It's an OK apple, has not gained much traction?",,,,,,14,,,,3.3,,,,,,,,,,,,10/12/2021,nil,,,,,,,,,12.5,8?,,,14.0,3.3,,12.5,unknown,False,3,3
Crimson Gold,0.37,Belchertown,,MA,,,,,65 bright red,,heavy crop,,,,,,14,,,,3.0,,,,,,,,,,,,10/12/2021,nil,,,,,,,,,13.2,7-8,,,14.0,3.0,,13.2,unknown,False,3,3
Evercrisp,0.0,Belchertown,,MA,,,,,65 dull,,"lots of defoliation (Marssonina); not the best this year, over-cropped",,,,,,16,,,,3.1,,,,,,,,,,,,10/20/2021,nil,,,,,,,,,12.3,6-7 mostly,,,16.0,3.1,,12.3,unknown,False,3,3
Cripps Pink 'Maslin',0.0,Belchertown,,MA,,,,,65+ bright,,"Nice look, heavy crop, variable maturity/readiness to pick, will need 2 picks",,,,,,14,,,,3.0,,,,,,,,,,,,10/20/2021,none,,,,,,,,,12.3,6.5,,,14.0,3.0,,12.3,unknown,False,3,3
Evercrisp,0.91,Belchertown,,MA,,,,,85 but dull on a lot,,"heavy crop, lots of leaf drop (marssonina), SBFS, poor color overall but getting better finally",,,,,,16,,,,3.0,,,,,,,,,,,,10/29/2021,nil,,,,,,,,,12.4,7.5-8,,,16.0,3.0,,12.4,unknown,False,3,3
Goldrush,1.4,Belchertown,,MA,,,,,"10 on some, otherwise green",,"not good, too heavy a crop still",,,,,,20,,,,2.9,,,,,,,,,,,,10/29/2021,none,,,,,,,,,10.8,2-3-4-5?,,,20.0,2.9,,10.8,unknown,False,3,3
Premier Honeycrisp,0.72046099,Belchertown,,MA,,,,,"55, mostly calyx end",,could be spot picked any day on color,,,,,,12,,,,3.4,,,,,,,,,,,,8/15/2022,none,,,,,,,,,12.4,3-7,,,12.0,3.4,,12.4,unknown,False,3,3
???,1.19,Belchertown,,MA,,,,,65 blush hint stripe,,"*probably does not DA wellflesh browns easy, bruises easy",,,,,,14,,,,3.1 distinctly globose,,,,,,,,,,,,8/15/2022,few,,,,,,,,,12.2,3-4 barely,,,14.0,,,12.2,unknown,False,3,3
MN 55,1.03,Belchertown,,MA,,,,,80,,Time to make the donuts!,,,,,,12,,,,3.1,,,,,,,,,,,,8/17/2022,some,,,,,,,,,10.3,3-4-5,,,12.0,3.1,80.0,10.3,unknown,False,3,3
Ellis Bitter (presumably),1.01,Belchertown,,MA,fair,,medium,,"variable, 10-85",solid-blush-stipe,"variable cropload, maturity sensitive to crop load, very bitter flavor; apples really clustered where not thinned, and then there are singles on other tree(s); DA range range (0.62-1.41); these apples picked off lighter crop trees, heavier cropped tree appear green still",absent,,variable,yuk-poor,,14,bitter,white,"medium-soft, fine",2.8,light green,dull red,,small-medium,"somewhat conic, a bit ribbed",,,mostly inconspicuous,early,,cider,,some,top work/M.9,<5,stem,medium,,,slightly greasy,somewhat thick,14.2,6-7,spreading-upright,medium-strong,14.0,2.8,,14.2,juice,False,1,1
Rubymac McIntosh,0.0,Belchertown,,MA,,,,,95,,"well, certainly have good color, minimal drop to date, ReTain?",,,,,,14,,,,3.0,,,,,,,,,,,,9/5/2022,nil,,,,,,,,,11.4,3.5-4 (2.5-6),,,14.0,3.0,95.0,11.4,unknown,False,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,50 (barely),,not enough color yet,,,,,,16,,,,3.1,,,,,,,,,,,,9/5/2022,nil,,,,,,,,,12,3.5-4,,,16.0,3.1,,12.0,unknown,False,3,3
Marshall McIntosh,0.0,Belchertown,,MA,,,,,75,,ready for harvest (but not a day before!),,,,,,13.5,,,,3.0,,,,,,,,,,,,9/5/2022,nil,,,,,,,,,11.8,3.5-6.5,,,13.5,3.0,75.0,11.8,unknown,False,3,3
Buckeye Gala,0.30012055,Belchertown,,MA,,,,,95,,"ready for harvest, very nice, well-thinned crop (3.1 inch Gala’s!)",,,,,,16,,,,3.1,,,,,,,,,,,,9/5/2022,none,,,,,,,,,12.3,3-6.5,,,16.0,3.1,95.0,12.3,unknown,False,3,3
Blondee,0.11004024,Belchertown,,MA,,,,,,,"unique yellow Gala-type apple, attractive, sweet",,,,,,17,,,,3.0,,,,,,,,,,,,9/5/2022,none,,,,,,,,,12.2,4-6.5,,,17.0,3.0,,12.2,unknown,False,3,3
Minneisika (SweeTango),0.10000025,Belchertown,,MA,,,,,65,,"Prime, some water core, plant patent expires in 2026",,,,,,14,,,,3.2,,,,,,,,,,,,9/5/2022,nil,,,,,,,,,12.9,4-6,,,14.0,3.2,65.0,12.9,unknown,False,3,3
Pink Luster (Lustre?),0.37018051,Belchertown,,MA,,,,,40 blush,,"fine flesh texture, a bit tart, could to another week maybe? rather attractive",,,,,,18,,,,"3.5 (very large, modest crop)",,,,,,,,,,,,9/5/2022,few,,,,,,,,,10.9,3.5-4.5?,,,18.0,,,10.9,unknown,False,3,3
Sweet MAIA,0.28018039,Belchertown,,MA,,,,,90,,"very light crop, biennial if not careful; tendency to water core out to skin",,,,,,19,,,,3.1,,,,,,,,,,,,9/5/2022,none,,,,,,,,,13.6,7.5-8,,,19.0,3.1,90.0,13.6,unknown,False,3,3
Buckeye Gala,0.30013043,Belchertown,,MA,,,,,95+,,"seeing some splitting, cracking, treated withReTain?",,,,,,18,,,,3.1,,,,,,,,,,,,9/12/2022,none,,,,,,,,,13.6,4-6,,,18.0,3.1,,13.6,unknown,False,3,3
Cortland,0.0,Belchertown,,MA,,,,,80 striped,,"still tart, wait at least a weekmya have had 1/2 rate of ReTain",,,,,,15,,,,3.4,,,,,,,,,,,,9/13/2022,few,,,,,,,,,13.2,1-3 (maybe),,,15.0,3.4,,13.2,unknown,False,3,3
Marshall McIntosh,0.0,Belchertown,,MA,,,,,75+,,"needed to be harvested, 9 bushels total off cider graft row (10 trees?), very nice",,,,,,12,,,,3.1,,,,,,,,,,,,9/16/2022,some,,,,,,,,,12.9,4-7,,,12.0,3.1,,12.9,unknown,False,3,3
Rogers Red McIntosh,0.0,Belchertown,,MA,,,,,75,,"harvest anytime on red color, probably did NOT have ReTain",,,,,,14,,,,3.2,,,,,,,,,,,,9/19/2022,some,,,,,,,,,13.1,4-5-6,,,14.0,3.2,75.0,13.1,unknown,False,3,3
Cortland,0.0,Belchertown,,MA,,,,,80 striped,,"quite tart, does not starch test well, being pickedReTain?",,,,,,16,,,,3.4,,,,,,,,,,,,9/19/2022,few (push-off?),,,,,,,,,12.6,1-2-3 (maybe),,,16.0,3.4,,12.6,unknown,False,3,3
